source;type;quartile_2022
Second Language Learning and Teaching;book series;Q3
Series on Chinese Economics Research;book series;Q4
Shakespeare;journal;Q2
Shanghai kou qiang yi xue = Shanghai journal of stomatology;journal;Q4
Signals and Communication Technology;book series;Q4
South Asian Journal of Cancer;journal;Q4
Springer Tracts in Modern Physics;book series;Q4
SpringerBriefs in Applied Sciences and Technology;book series;Q4
SpringerBriefs in Computer Science;book series;Q4
SpringerBriefs in Mathematics;book series;Q4
St Antony's Series;book series;Q2
Stellenbosch Papers in Linguistics Plus;journal;Q3
Studies in Educational Ethnography;book series;Q3
Studies in Functional and Structural Linguistics;book series;Q3
Studies in Moral Philosophy;book series;Q3
Studies in Persian Cultural History;book series;Q2
Studies in Platonism, Neoplatonism, and the Platonic Tradition;book series;Q2
Studies in Religion and the Arts;book series;Q2
Studies in Religion, Secular Beliefs and Human Rights;book series;Q3
Studies in Romanticism;journal;Q2
Studies in the Development of Accounting Thought;book series;Q4
Studies in Universal Logic;book series;Q3
Studies on the Texts of the Desert of Judah;book series;Q2
Studii si Cercetari Lingvistice;journal;Q3
Supplement to Aramaic Studies;book series;Q2
Technology and Change in History;book series;Q2
Theatre Survey;journal;Q2
Themes in Biblical Narrative;book series;Q2
Theory and Practice of Meat Processing;journal;Q4
Turk Noroloji Dergisi;journal;Q4
UNITEXT - La Matematica per il 3 piu 2;book series;Q4
Urologia;journal;Q4
Varieties of English Around the World;book series;Q3
Veterinary Practitioner;journal;Q4
Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin;journal;Q4
Vitamins and Hormones;journal;Q4
Vytapeni, Vetrani, Instalace;journal;Q4
Women and Gender in China Studies;book series;Q3
Women's Reproductive Health;journal;Q4
World Journal of English Language;journal;Q2
World Scientific Handbook in Financial Economics Series;book series;Q4
WSEAS Transactions on Circuits and Systems;journal;Q4
Zeithistorische Forschungen;journal;Q2
Zeitschrift des Deutschen Palastina-Vereins;journal;Q2
Advances in Ophthalmology and Optometry;journal;Q4
Analise Social;journal;Q4
Analytical and Quantitative Cytopathology and Histopathology;journal;Q4
Annals of Critical Care;journal;Q4
Architecture and Urban Planning;journal;Q2
Arthroskopie;journal;Q4
Biblische Notizen;journal;Q2
Caspian Journal of Neurological Sciences;journal;Q4
Christian Journal for Global Health;journal;Q4
Ciencia da Informacao;journal;Q4
College Mathematics Journal;journal;Q4
Configurations;journal;Q2
Cor et Vasa;journal;Q4
Cuadernos de Musica, Artes Visuales y Artes Escenicas;journal;Q2
Dance Research Journal;journal;Q2
Economic Alternatives;journal;Q4
Ekonomiaz;journal;Q3
English Literary Renaissance;journal;Q2
European Journal of East Asian Studies;journal;Q2
European Neurological Review;journal;Q4
Fisioterapia;journal;Q4
Fronteiras;journal;Q4
Gender and History;journal;Q2
Geografija v Soli;journal;Q4
Hong Kong Journal of Paediatrics;journal;Q4
Horror Studies;journal;Q2
International Journal for Research on Service-Learning and Community Engagement;journal;Q4
International Journal of Business and Management Science;journal;Q4
International Journal of Humanities Education;journal;Q3
IPPR Progressive Review;journal;Q4
Jahrbuch fur Wirtschaftsgeschichte;journal;Q2
Journal of African Law;journal;Q3
Journal of Educational Media and Library Sciences;journal;Q3
Journal of Kerman University of Medical Sciences;journal;Q4
Journal of Neonatal Surgery;journal;Q4
Journal of the Society of Architectural Historians;journal;Q2
Jurnal Infektologii;journal;Q4
KGK Kautschuk Gummi Kunststoffe;journal;Q4
Micro and Macro Marketing;journal;Q4
Mouseion;journal;Q2
Ohio Journal of Sciences;journal;Q4
Paedagogica Historica;journal;Q2
Papers and Proceedings - Royal Society of Tasmania;journal;Q4
Plaridel;journal;Q4
Politique Etrangere;journal;Q4
Progress in Biochemistry and Biophysics;journal;Q4
Psicooncologia;journal;Q4
Revista Chilena de Neuro-Psiquiatria;journal;Q4
Revista Colombiana de Reumatologia;journal;Q4
Revista Conhecimento Online;journal;Q4
Revista Cuidarte;journal;Q2
Revista Espanola de Nutricion Humana y Dietetica;journal;Q4
Revue d'Histoire des Sciences Humaines;journal;Q3
Royal Studies Journal;journal;Q2
Russian History;journal;Q2
Southeast Asian Journal of Tropical Medicine and Public Health;journal;Q4
Studia Celtica;journal;Q2
Studia Norwidiana;journal;Q2
Studies in Australasian Cinema;journal;Q2
Sylwan;journal;Q4
Tanzania Journal of Health Research;journal;Q4
TDR - The Drama Review - A Journal of Performance Studies;journal;Q2
Transplantologiya. The Russian Journal of Transplantation;journal;Q4
Varia Historia;journal;Q2
Zeitschrift fur Literaturwissenschaft und Linguistik;journal;Q2
Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie;journal;Q4
Actualites Pharmaceutiques;journal;Q4
AFTE Journal;journal;Q4
Agricultural Research Journal;journal;Q4
Aither;journal;Q3
Antiguo Oriente;journal;Q2
Anuario Mexicano de Derecho Internacional;journal;Q4
Archives des Maladies Professionnelles et de l'Environnement;journal;Q4
Archives of Health Science and Research;journal;Q4
Ars Judaica;journal;Q2
Asian and African Studies;journal;Q3
Asiatic;journal;Q2
Boletim Paranaense de Geosciencias;journal;Q4
Cahiers de Nutrition et de Dietetique;journal;Q4
Canadian Journal of Film Studies;journal;Q2
Cellular Therapy and Transplantation;journal;Q4
Cesko-Slovenska Pediatrie;journal;Q4
Cinta de Moebio;journal;Q3
Computer Software;journal;Q4
Dead Sea Discoveries;journal;Q2
Early China;journal;Q2
Eastern Journal of Medicine;journal;Q4
Estudios de Asia y Africa;journal;Q3
Giornale Italiano di Psicologia;journal;Q4
Gongneng Cailiao/Journal of Functional Materials;journal;Q4
Gynecology and Obstetrics Clinical Medicine;journal;Q4
Haseki Tip Bulteni;journal;Q4
Historia 396;journal;Q2
Hungarian Journal of Legal Studies;journal;Q4
International Journal of Architectonic, Spatial, and Environmental Design;journal;Q2
International Journal of Military History and Historiography;journal;Q2
International Journal of Reliable and Quality E-Healthcare;journal;Q4
International Journal of Sport and Society;journal;Q4
International Journal of Statistics in Medical Research;journal;Q4
Iron and Steel Technology;journal;Q4
Journal of Applied Research on Children;journal;Q4
Journal of Business Ethics Education;journal;Q3
Journal of Chinese Philosophy;journal;Q3
Journal of Design History;journal;Q2
Journal of Ecumenical Studies;journal;Q2
Journal of Holocaust Research;journal;Q2
Journal of Jewish Thought and Philosophy;journal;Q2
Knjizevna Smotra;journal;Q2
Languages Cultures Mediation;journal;Q3
Medical Immunology (Russia);journal;Q4
Medical News of North Caucasus;journal;Q4
Memoir of the Geological Society of America;book series;Q4
Mexican Studies/Estudios Mexicanos;journal;Q2
Minerva Respiratory Medicine;journal;Q4
Mosaic;journal;Q2
Multicultural Education;journal;Q3
Nederlands Tijdschrift voor Geneeskunde;journal;Q4
Ochrona Przed Korozja;journal;Q4
Onkologe;journal;Q4
Oral and Maxillofacial Surgery Cases;journal;Q4
Perseitas;journal;Q3
Problems of the Regional Energetics;journal;Q4
Quaderni di Geofisica;journal;Q4
Researches in Mathematics;journal;Q4
Review of Applied Socio-Economic Research;journal;Q4
Revista Cubana de Enfermeria;journal;Q4
Revue Francaise de Pedagogie;journal;Q3
Rivista di Filosofia del Diritto;journal;Q3
Romanian Astronomical Journal;journal;Q4
Slovo a Slovesnost;journal;Q3
Springer Proceedings in Materials;book series;Q4
Statute Law Review;journal;Q4
Studia Universitatis Babes-Bolyai Biologia;journal;Q4
Transactions of the American Clinical and Climatological Association;journal;Q4
Transplantation Reports;journal;Q4
USDA Forest Service - Research Note PNW-RN;journal;Q4
Vietnam Journal of Science and Technology;journal;Q4
Vnitrni Lekarstvi;journal;Q4
Vojnosanitetski Pregled;journal;Q4
Zhonghua Shiyan Yanke Zazhi/Chinese Journal of Experimental Ophthalmology;journal;Q4
Acta Bioethica;journal;Q4
American Political Thought;journal;Q4
Anglia;journal;Q2
Annals of Clinical and Experimental Neurology;journal;Q4
Austrobaileya;journal;Q4
Beijing Huagong Daxue Xuebao (Ziran Kexueban)/Journal of Beijing University of Chemical Technology (Natural Science Edition);journal;Q4
Belleten;journal;Q2
Casopis Lekaru Ceskych;journal;Q4
Chemical Fibers International;trade journal;Q4
Chinese Journal of Applied Clinical Pediatrics;journal;Q4
Chinese Journal of Microbiology and Immunology;journal;Q4
Chinese Journal of Perinatal Medicine;journal;Q4
Costume;journal;Q2
CTBUH Journal;journal;Q3
Electrum;journal;Q2
Epites-Epiteszettudomany;journal;Q2
Geographische Rundschau;journal;Q4
Gerion;journal;Q2
Harvard International Review;journal;Q4
Head and Neck Russian Journal;journal;Q4
Hejubian Yu Dengliziti Wuli/Nuclear Fusion and Plasma Physics;journal;Q4
IMPACT: Studies in Language and Society;book series;Q3
Information Bulletin on Variable Stars;journal;Q4
International Journal of Agricultural Management;journal;Q4
International Journal of Disabilities Sports and Health Sciences;journal;Q4
Journal of American Studies;journal;Q3
Journal of Engineering Research;journal;Q4
Journal of Greek Media and Culture;journal;Q3
Journal of Harbin Institute of Technology (New Series);journal;Q4
Journal of Health Sciences and Surveillance System;journal;Q4
Journal of International and Comparative Law;journal;Q4
Journal of Numerical Analysis, Industrial and Applied Mathematics;journal;Q4
Journal of Orofacial Sciences;journal;Q4
Journal of Scottish Philosophy;journal;Q2
Journal of the Bombay Natural History Society;journal;Q4
Journal of the Korean Society of Radiology;journal;Q4
Journal of the Medical Association of Thailand = Chotmaihet thangphaet;journal;Q4
Korean Studies;journal;Q2
LIT Literature Interpretation Theory;journal;Q2
Logical Investigations;journal;Q3
Medicina Veterinaria (Brazil);journal;Q4
Memoria y Civilizacion;journal;Q2
Open Insight;journal;Q3
Proceedings of the Shevchenko Scientific Society. Medical Sciences;journal;Q4
Proceedings of the Thermal and Fluids Engineering Summer Conference;conference and proceedings;-
Psicologia Clinica;journal;Q4
Revista de Investigaciones Agropecuarias;journal;Q4
Revue d'Histoire de la Pensee Economique;journal;Q4
Revue Francaise de Photogrammetrie et de Teledetection;journal;Q4
Revue Roumaine de Linguistique;journal;Q3
Romanian Journal of European Affairs;journal;Q4
Salute e Societa;journal;Q4
SKASE Journal of Theoretical Linguistics;journal;Q3
Social History of Alcohol and Drugs;journal;Q2
Sociologia y Tecnociencia;journal;Q4
St. Petersburg State Polytechnical University Journal: Physics and Mathematics;journal;Q4
Studia Orientalia Slovaca;journal;Q3
Studies in Russian and Soviet Cinema;journal;Q2
Tocqueville Review;journal;Q2
Transdisciplinary Journal of Engineering and Science;journal;Q4
Urban Social Work;journal;Q4
Verwaltung;journal;Q4
Vestnik Sankt-Peterburgskogo Universiteta, Iskusstvovedenie;journal;Q2
Veterinarija ir Zootechnika;journal;Q4
Wacana Seni;journal;Q2
West African Journal of Medicine;journal;Q4
Youth Voice Journal;journal;Q4
Advances in Taxation;book series;Q4
Afinidad;journal;Q4
Agora;journal;Q4
Alergia Astma Immunologia;journal;Q4
Ambulatory Surgery;journal;Q4
American Pharmaceutical Review;journal;Q4
Arthuriana;journal;Q2
Bookbird: Journal of International Children's Literature;journal;Q2
Borneo Journal of Resource Science and Technology;journal;Q4
Building and Landscapes;journal;Q2
Caracol;journal;Q3
Chinese Journal of Inflammatory Bowel Diseases;journal;Q4
Comparative Literature;journal;Q2
Cuadernos LIRICO;journal;Q2
Eksperimental'naya i Klinicheskaya Gastroenterologiya;journal;Q4
Enfance;journal;Q3
European Journal of Translational and Clinical Medicine;journal;Q4
Exemplaria;journal;Q2
Fabrications;journal;Q2
Food Technology;trade journal;Q4
Fronteras de la Historia;journal;Q3
Gematologiya i Transfuziologiya;journal;Q4
Giornale Italiano di Ostetricia e Ginecologia;journal;Q4
gis.Science - Die Zeitschrift fur Geoinformatik;journal;Q4
Infectious Diseases: News, Opinions, Training;journal;Q4
International Journal of Information and Communication Technology;journal;Q4
International Journal of Materials and Structural Integrity;journal;Q4
International Journal of Regional and Local History;journal;Q3
Iranian Journal of Radiology;journal;Q4
Japanese Journal of Clinical Pharmacology and Therapeutics;journal;Q4
Jewish Quarterly Review;journal;Q2
Journal for Advancement of Marketing Education;journal;Q4
Journal of Applied Hematology;journal;Q4
Journal of Communicable Diseases;journal;Q4
Journal of Entrepreneurial and Organizational Diversity;journal;Q4
Journal of Marine Environmental Engineering;journal;Q4
Journal of Medical Sciences (Taiwan);journal;Q4
Journal of Neuroanaesthesiology and Critical Care;journal;Q4
Journal of Quality;journal;Q4
Journal of Song-Yuan Studies;journal;Q2
Journal of Xiangya Medicine;journal;Q4
Klinicheskaya Dermatologiya i Venerologiya;journal;Q4
Korean Journal of Otorhinolaryngology-Head and Neck Surgery;journal;Q4
Langue Francaise;journal;Q3
Lud;journal;Q3
Magyar Pszichologiai Szemle;journal;Q4
New Armenian Medical Journal;journal;Q4
Nueva Revista de Filologia Hispanica;journal;Q3
ONdrugDelivery;trade journal;Q4
Onkourologiya;journal;Q4
Pakistan Development Review;journal;Q4
Pakistan Journal of Ophthalmology;journal;Q4
"Pharmeuropa bio &amp; scientific notes";journal;Q4
Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences;journal;Q4
Research in African Literatures;journal;Q2
Review of Metaphysics;journal;Q3
Revista Colombiana de Sociologia;journal;Q3
Revista de Cancioneros Impresos y Manuscritos;journal;Q2
Revista de Estudios Hispanicos;journal;Q2
Revista de Estudios Regionales;journal;Q4
Revolutionary Russia;journal;Q3
Ricerca e Pratica;journal;Q4
Russian Journal of Pediatric Hematology and Oncology;journal;Q4
Russian Review;journal;Q2
Slovene;journal;Q2
Socialni Studia;journal;Q4
Specialusis Ugdymas;journal;Q4
Studia Sportiva;journal;Q4
Taiwan Journal of Linguistics;journal;Q3
Underwater Technology;journal;Q4
Veritas;journal;Q2
Visual History;journal;Q3
Vniversitas;journal;Q4
Wiener Tierarztliche Monatsschrift;journal;Q4
World Political Science;journal;Q4
Zeitschrift fur Rechtssoziologie;journal;Q4
Zeitschrift fur Unternehmensgeschichte;journal;Q2
Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality;journal;Q4
Academic Quarter;journal;Q3
Ada User Journal;journal;Q4
Adverse Drug Reaction Bulletin;journal;Q4
African Journal of Paediatric Surgery;journal;Q4
Amerasia Journal;journal;Q3
Analele Banatului: Arheologie - Istorie;journal;Q3
Architectural Research Quarterly;journal;Q2
Biography;journal;Q3
Bionatura;journal;Q4
Bolyai Society Mathematical Studies;book series;Q4
Canadian yearbook of international law. Annuaire canadien de droit international, The;journal;Q4
Caritas et Veritas;journal;Q2
Chinese as a Second Language Research;journal;Q3
Clinical Practice and Cases in Emergency Medicine;journal;Q4
Economie et Prevision;journal;Q4
Eikon Imago;journal;Q2
Etikk i Praksis;journal;Q3
Eurasian Studies in Business and Economics;book series;Q4
Exploration Geophysics, Remote Sensing and Environment;journal;Q4
Filozofija i Drustvo;journal;Q3
Hispania Sacra;journal;Q2
History of Retailing and Consumption;journal;Q3
Huntington Library Quarterly;journal;Q2
Indian Journal of Environmental Protection;journal;Q4
International Journal of Asia Digital Art and Design;journal;Q2
International Journal of Nano and Biomaterials;journal;Q4
International Journal of Public Policy;journal;Q4
International Journal on Consumer Law and Practice;journal;Q4
International Philosophical Quarterly;journal;Q3
International Public History;journal;Q3
Iranian Journal of Nuclear Medicine;journal;Q4
Iranian Journal of Pharmaceutical Sciences;journal;Q4
Iranian Journal of Veterinary Science and Technology;journal;Q4
Italian Law Journal;journal;Q3
Journal of Curriculum and Teaching;journal;Q4
Journal of Geomatics;journal;Q4
Journal of Punjab Academy of Forensic Medicine and Toxicology;journal;Q4
Journal of the Japan Society for Precision Engineering;journal;Q4
Krytyka Prawa;journal;Q4
Landschap;journal;Q4
Latin American Journal of Pharmacy;journal;Q4
Lithuanian Annual Strategic Review;journal;Q4
Louisiana Law Review;journal;Q4
Magnificat Cultura i Literatura Medievals;journal;Q2
Malta Medical Journal;journal;Q4
Man-Made Textiles in India;trade journal;Q4
Medieval Encounters;journal;Q2
Melanges de l'Ecole Francaise de Rome:Antiquite;journal;Q2
NAN NU;journal;Q2
Nederlands Kunsthistorisch Jaarboek;book series;Q2
Nietzsche-Studien;book series;Q3
Online Journal of Analytic Combinatorics;journal;Q4
Plastic Surgery and Aesthetic Medicine;journal;Q4
Portuguese Journal of Social Science;journal;Q4
Relations. Beyond Anthropocentrism;journal;Q3
Religion and Theology;journal;Q2
Revista Brasileira de Ciencias Policiais;journal;Q4
Revista Brasileira de Economia;journal;Q4
Revista Cubana de Ortopedia y Traumatologia;journal;Q4
Revista de Historia Moderna;journal;Q2
Revue d'Economie du Developpement;journal;Q4
SEI Technical Review;journal;Q4
Shengxue Xuebao/Acta Acustica;journal;Q4
Slavic and East European Journal;journal;Q2
Slovenska Literatura;journal;Q2
Taiwan International ESP Journal;journal;Q3
Theatre Research International;journal;Q2
Tonos Digital;journal;Q3
Translation and Literature;journal;Q2
Vascular Access;journal;Q4
Wuhan Ligong Daxue Xuebao (Jiaotong Kexue Yu Gongcheng Ban)/Journal of Wuhan University of Technology (Transportation Science and Engineering);journal;Q4
Academic Journal of Manufacturing Engineering;journal;Q4
Acta Physica Slovaca;journal;Q4
Adverse Drug Reactions Journal;journal;Q4
Archaeologiai Ertesito;journal;Q3
"Archivos de prevencio&amp;#x0301;n de riesgos laborales";journal;Q4
Biuletyn Polskiej Misji Historycznej;journal;Q3
Brno Studies in English;journal;Q2
Caliope;journal;Q2
Central European Journal of Economic Modelling and Econometrics;journal;Q4
Ceskoslovenska Patologie;journal;Q4
China Nonprofit Review;journal;Q4
Chinese Annals of History of Science and Technology;journal;Q3
Chinese Journal of Practical Nursing;journal;Q4
CLCWeb - Comparative Literature and Culture;journal;Q2
Clothing Cultures;journal;Q2
CPEM Digest (Conference on Precision Electromagnetic Measurements);conference and proceedings;-
Czasopismo Geographiczne;journal;Q4
Dental Journal;journal;Q4
Dirasat: Human and Social Sciences;journal;Q3
Disparidades. Revista de Antropologia;journal;Q3
Ecologia Mediterranea;journal;Q4
Eidos: A Journal for Philosophy of Culture;journal;Q3
Encyclopaideia;journal;Q4
Environmental Science and Engineering;book series;Q4
Esbocos;journal;Q3
Exchange;journal;Q2
Feminist Theology;journal;Q2
Genetic Engineering and Biotechnology News;journal;Q4
Geoscience Research Reports;journal;Q4
Hornero;journal;Q4
International Journal of Clinical Dentistry;journal;Q4
International Journal of Interdisciplinary Global Studies;journal;Q4
International Journal of Transpersonal Studies;journal;Q2
Iranian Journal of Blood and Cancer;journal;Q4
Japanese Journal of Physical Fitness and Sports Medicine;journal;Q4
Journal fur Reproduktionsmedizin und Endokrinologie;journal;Q4
Journal of Clinical Hepatology;journal;Q4
Journal of Community Positive Practices;journal;Q4
Journal of Iranian Medical Council;journal;Q4
Journal of Logic and Analysis;journal;Q4
Journal of Portuguese Linguistics;journal;Q3
JOURNAL of THE JAPANESE FORESTRY SOCIETY, The;journal;Q4
Journal of the Society of Christian Ethics;book series;Q2
Journal of Visual Art Practice;journal;Q2
Jung Journal: Culture and Psyche;journal;Q2
Koers;journal;Q2
Kwartalnik Historii Nauki i Techniki;journal;Q4
Language and History;journal;Q3
Lecture Notes on Data Engineering and Communications Technologies;book series;Q3
Marketing, Zeitschrift fur Forschung und Praxis;journal;Q4
Marmara Medical Journal;journal;Q4
Modern Pediatrics. Ukraine;journal;Q4
Nordic Journal of Human Rights;journal;Q4
Open Neurology Journal;journal;Q4
Paginas;journal;Q3
Phenomenology and Mind;journal;Q3
Pneumon;journal;Q4
Rawal Medical Journal;journal;Q4
Revista Brasileira de Oftalmologia;journal;Q4
Revista Chilena de Obstetricia y Ginecologia;journal;Q4
Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica;journal;Q4
Revista Cubana de Plantas Medicinales;journal;Q4
Revista de Bioetica y Derecho;journal;Q4
Revista Lasallista de Investigacion;journal;Q4
Russian Law Journal;journal;Q4
Sozialer Fortschritt;journal;Q4
Springer Series in Geomechanics and Geoengineering;book series;Q4
T'ang Studies;journal;Q3
Therapeutische Umschau. Revue therapeutique;journal;Q4
Trends in Biomaterials and Artificial Organs;journal;Q4
Universum;journal;Q3
Video-Assisted Thoracic Surgery;journal;Q4
Women's Studies;journal;Q3
Zeitschrift fur die Neutestamentliche Wissenschaft und die Kunde der Alteren Kirche;journal;Q2
452°F;journal;Q2
Acta Onomastica;journal;Q3
Advances in Medical Sociology;book series;Q4
African Finance Journal;journal;Q4
Allergologie;journal;Q4
Anuario de Estudios Filologicos;journal;Q2
Asparkia;journal;Q3
Bulletin de la Societe Vaudoise des Sciences Naturelles;journal;Q4
Bulletin of Spanish Studies;journal;Q2
Canadian Literature;journal;Q2
Counselling Psychology Review;journal;Q4
"Cuadernos de bioe&amp;#x0301;tica : revista oficial de la Asociacio&amp;#x0301;n Espan&amp;#x0303;ola de Bioe&amp;#x0301;tica y E&amp;#x0301;tica Me&amp;#x0301;dica";journal;Q4
Diacovensia;journal;Q2
Diacritics;journal;Q2
Disegno;journal;Q2
Duzce Medical Journal;journal;Q4
Elektrotehniski Vestnik/Electrotechnical Review;journal;Q4
Emily Dickinson Journal;journal;Q2
European Journal of Business Science and Technology;journal;Q4
European Journal of Spatial Development;journal;Q4
Genetics Research International;journal;Q4
Giornale Italiano di Farmacia Clinica;journal;Q4
Glottotheory;journal;Q3
Historicka Sociologie;journal;Q3
Homme et la Societe;journal;Q4
Human Evolution;journal;Q4
Idealistic Studies;journal;Q3
Indian Journal of Physiology and Pharmacology;journal;Q4
International Journal of Adult, Community and Professional Learning;journal;Q4
International Journal of Advanced Mechatronic Systems;journal;Q4
International Journal of Designed Objects;journal;Q2
International Journal of Diversity in Education;journal;Q3
International Journal of Electronic Healthcare;journal;Q4
International Journal of Emerging Technology and Advanced Engineering;journal;Q4
Journal of African Films and Diaspora Studies;journal;Q2
Journal of Applied Business Research;journal;Q4
Journal of Dynamics and Control;journal;Q4
Journal of Jewish Languages;journal;Q3
Journal of Mosaic Research;journal;Q2
Journal of Postgraduate Medical Institute;journal;Q4
Karanos;journal;Q2
Keats-Shelley Review;journal;Q2
Kleintierpraxis;journal;Q4
Lectora;journal;Q3
Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery;journal;Q4
Mediterranean Historical Review;journal;Q3
Microwave Journal;trade journal;Q4
National Journal of Clinical Anatomy;journal;Q4
Noctua;journal;Q3
Obrana a Strategie;journal;Q4
Onkologia i Radioterapia;journal;Q4
Ornis Norvegica;journal;Q4
Osmanli Bilimi Arastirmalari;journal;Q3
Oud Holland;journal;Q2
Pharmacien Hospitalier et Clinicien;journal;Q4
Physics World;trade journal;Q4
Postmodern Culture;journal;Q2
Proceedings of the Royal Society of Victoria;journal;Q4
Revue de Psychotherapie Psychanalytique de Groupe;journal;Q4
Revue d'Histoire Moderne et Contemporaine;journal;Q3
Romance Quarterly;journal;Q2
Ruch Filozoficzny;journal;Q3
Scando-Slavica;journal;Q2
Slovenska Rec;journal;Q3
Social Sciences;journal;Q4
South African Journal of Obstetrics and Gynaecology;journal;Q4
South Central Review;journal;Q2
Sri Lankan Journal of Anaesthesiology;journal;Q4
Studies in Chinese Linguistics;journal;Q3
Teologinen Aikakauskirja;journal;Q2
Tijdschrift voor Communicatiewetenschap;journal;Q4
Turkish Journal of Physiotherapy and Rehabilitation;journal;Q4
U.S. Pharmacist;trade journal;Q3
Vichiana;journal;Q2
Water and Energy International;journal;Q4
WSEAS Transactions on Systems;journal;Q4
Zeitschrift fur Europarechtliche Studien;journal;Q4
Acta Academiae Artium Vilnensis;journal;Q2
Acta Pediatrica de Mexico;journal;Q4
Advances in Accounting Behavioral Research;book series;Q4
Afghanistan;journal;Q2
African Human Rights Law Journal;journal;Q4
Annals of the Naprstek Museum;journal;Q3
Annuario della Scuola di Archeologica Italiana di Atene e delle missioni italiane in Oriente;book series;Q2
Anuario de Historia de la Iglesia;journal;Q3
Archivos de Historia del Movimiento Obrero y la Izquierda;journal;Q3
Archiwum Filozofii Prawa i Filozofii Spolecznej;journal;Q4
Artibus Asiae;journal;Q2
Asia Maior;journal;Q3
Australian Journal of Herbal and Naturopathic Medicine;journal;Q3
Balkan Journal of Philosophy;journal;Q3
Baltistica;journal;Q3
Beitrage zur Mittelalterarchaologie in Osterreich;journal;Q3
Boletin de Malariologia y Salud Ambiental;journal;Q4
China Oncology;journal;Q4
Chinese Journal of Pediatric Surgery;journal;Q4
Classical World;journal;Q2
Clinical and Experimental Morphology;journal;Q4
Comunicacoes Geologicas;journal;Q4
Contemporary Pragmatism;journal;Q3
Current Topics in Toxicology;journal;Q4
Egyptian Journal of Ear, Nose, Throat and Allied Sciences;journal;Q4
eJournal of Tax Research;journal;Q4
Electronic Communications of the EASST;journal;Q4
Estonian Discussions on Economic Policy;journal;Q4
Estudios de Historia Moderna Contemporanea de Mexico;journal;Q3
Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines;journal;Q3
Fangzhi Gaoxiao Jichukexue Xuebao;journal;Q4
Fourrages;journal;Q4
Geneses;journal;Q3
Hudebni Veda;journal;Q2
Humanities, Arts and Social Sciences Studies;journal;Q3
Ikon;journal;Q2
Indexer;journal;Q3
Indian Journal of Entomology;journal;Q4
International Journal of Automation and Smart Technology;journal;Q4
International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM;conference and proceedings;-
Internationale Neerlandistiek;journal;Q2
Internationales Archiv für Sozialgeschichte der Deutschen Literatur;journal;Q2
Iranian Journal of Polymer Science and Technology;journal;Q4
Jewish Film and New Media;journal;Q2
Jordan Journal of Earth and Environmental Sciences;journal;Q4
Journal fur Asthetische Chirurgie;journal;Q4
Journal of Daoist Studies;journal;Q2
Journal of Early Modern Studies;journal;Q2
Journal of Historical Research in Music Education;journal;Q3
Journal of Magazine Media;journal;Q3
Journal of Morphological Sciences;journal;Q4
Journal of Pediatric Neurology;journal;Q4
Journal of Private International Law;journal;Q4
Journal of the Australian and New Zealand Student Services Association;journal;Q4
Journal of the Royal Musical Association;journal;Q2
Journal of Victorian Culture;journal;Q2
Journalism history;journal;Q4
Krakowskie Studia z Historii Panstwa i Prawa;journal;Q3
"L' Orthodontie fran&amp;#x00e7;aise";journal;Q4
Linguistica Pragensia;journal;Q3
Literatura;journal;Q2
Literature and Medicine;journal;Q2
Masonry International;journal;Q4
Medicina Paliativa;journal;Q4
Medieval History Journal;journal;Q3
Moderna Arhivistika;journal;Q4
Motricite Cerebrale;journal;Q4
Music and Letters;journal;Q3
Music in Art;journal;Q2
Opuholi Zenskoj Reproduktivnoj Sistemy;journal;Q4
Parergon;journal;Q2
Pediatria de Atencion Primaria;journal;Q4
Peremennye Zvezdy;journal;Q4
Polish Yearbook of International Law;journal;Q4
Povijesni Prilozi;journal;Q3
Przeglad Socjologii Jakosciowej;journal;Q4
Psychologie du Travail et des Organisations;journal;Q4
Psycho-Oncologie;journal;Q4
Radix;journal;Q3
Rechtsgeschichte;journal;Q3
Research in Social Psychology;journal;Q4
Research Journal of Chemistry and Environment;journal;Q4
Reti Medievali Rivista;journal;Q3
Revista Cubana de Investigaciones Biomedicas;journal;Q4
Revista de Filosofia (Spain);journal;Q3
Revista de la Facultad de Agronomia;journal;Q4
Roczniki Naukowe Zootechniki;journal;Q4
Romanische Forschungen;journal;Q2
Slovo a Smysl;journal;Q2
Sovremennaya Revmatologiya;journal;Q4
Srpski Arhiv Za Celokupno Lekarstvo;journal;Q4
Surgery, Gastroenterology and Oncology;journal;Q4
Sustainable Multilingualism;journal;Q3
Thammasat Review;journal;Q3
Transactions of Japanese Society for Medical and Biological Engineering;journal;Q4
Transfuze a Hematologie Dnes;journal;Q4
Turkish Journal of Endocrinology and Metabolism;journal;Q4
University of Bologna Law Review;journal;Q4
Vascular Cell;journal;Q4
WHO Drug Information;journal;Q4
Zeitschrift fur Evaluation;journal;Q4
